ItemSection,UpgradeSection,Effects
wpn_ak74_n,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74_n,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74_n,up_sect_firstf_ak74,st_prop_weight:0.2:kg|st_prop_recoil:7.7:pct
wpn_ak74_n,up_sect_secona_ak74,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.53:pct
wpn_ak74_n,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_ak74_n,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74_n,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74_n,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74_n,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_ak74_n,up_sect_thirdd_ak74,st_prop_weight:0.25:kg|st_prop_recoil:7.7:pct
wpn_ak74_n,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74_n,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_ak74_n,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74_n,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74_n,up_sect_fifthc_ak74,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74_pmc,up_sect_firsta_ak74,st_prop_weight:0.25:kg|st_prop_recoil:8.95:pct
wpn_ak74_pmc,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74_pmc,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74_pmc,up_sect_firstf_ak74,st_prop_weight:0.2:kg|st_prop_recoil:8.95:pct
wpn_ak74_pmc,up_sect_secona_ak74,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:5.27:pct
wpn_ak74_pmc,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_ak74_pmc,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74_pmc,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74_pmc,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74_pmc,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_ak74_pmc,up_sect_thirdd_ak74,st_prop_weight:0.25:kg|st_prop_recoil:8.95:pct
wpn_ak74_pmc,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74_pmc,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_ak74_pmc,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74_pmc,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74_pmc,up_sect_fiftha_ak12,st_prop_reliability:1.2:pct|st_prop_weight:0.1:kg
wpn_ak74_pmc,up_sect_fifthc_ak74,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74m,up_sect_firsta_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:30:rpm
wpn_ak74m,up_sect_firstc_ak74m,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74m,up_sect_firste_ak74m,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74m,up_sect_firstf_ak74m,st_prop_weight:0.2:kg|st_prop_recoil:8.38:pct
wpn_ak74m,up_sect_secona_ak74m,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.94:pct
wpn_ak74m,up_sect_seconc_ak74m,ui_inv_accuracy:2.33:pct
wpn_ak74m,up_sect_second_ak74m,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74m,up_sect_secone_ak74m,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74m,up_sect_thirda_ak74m,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74m,up_sect_thirdd_ak74m,st_prop_weight:0.25:kg|st_prop_recoil:8.38:pct
wpn_ak74m,up_sect_thirde_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74m,up_sect_fourta_ak74m,st_prop_weight:-0.84:kg
wpn_ak74m,up_sect_fourtc_ak74m,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74m,up_sect_fourte_ak74m,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74m,up_sect_fifthc_ak74m,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74m_beard,up_sect_firsta_ak74u,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_ak74m_beard,up_sect_firstc_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_ak74m_beard,up_sect_firstd_ak74u,st_prop_weight:0.21:kg|st_prop_recoil:9.5:pct
wpn_ak74m_beard,up_sect_firste_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74m_beard,up_sect_secona_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74m_beard,up_sect_seconc_ak74u,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_ak74m_beard,up_sect_secone_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:9.5:pct
wpn_ak74m_beard,up_sect_seconf_ak74u,st_prop_weight:-0.72:kg
wpn_ak74m_beard,up_sect_thirda_ak74u,st_prop_weight:0.17:kg|st_prop_recoil:5.59:pct
wpn_ak74m_beard,up_sect_thirdc_ak74u,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_ak74m_beard,up_sect_thirdd_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.2:kg
wpn_ak74m_beard,up_sect_thirde_ak74u,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_ak74m_beard,up_sect_fourta_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:5.59:pct
wpn_ak74m_beard,up_sect_fourtc_ak74u,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74m_beard,up_sect_fourte_ak74u,st_prop_weight:0.11:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74m_beard,up_sect_fifthc_ak74,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74m_camo,up_sect_firsta_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:30:rpm
wpn_ak74m_camo,up_sect_firstc_ak74m,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74m_camo,up_sect_firste_ak74m,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74m_camo,up_sect_firstf_ak74m,st_prop_weight:0.2:kg|st_prop_recoil:8.38:pct
wpn_ak74m_camo,up_sect_secona_ak74m,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.94:pct
wpn_ak74m_camo,up_sect_seconc_ak74m,ui_inv_accuracy:2.33:pct
wpn_ak74m_camo,up_sect_second_ak74m,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74m_camo,up_sect_secone_ak74m,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74m_camo,up_sect_thirda_ak74m,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74m_camo,up_sect_thirdd_ak74m,st_prop_weight:0.25:kg|st_prop_recoil:8.38:pct
wpn_ak74m_camo,up_sect_thirde_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74m_camo,up_sect_fourta_ak74m,st_prop_weight:-0.84:kg
wpn_ak74m_camo,up_sect_fourtc_ak74m,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74m_camo,up_sect_fourte_ak74m,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74m_camo,up_sect_fifthc_ak74m,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74m_n,up_sect_firsta_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:30:rpm
wpn_ak74m_n,up_sect_firstc_ak74m,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74m_n,up_sect_firste_ak74m,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74m_n,up_sect_firstf_ak74m,st_prop_weight:0.2:kg|st_prop_recoil:8.38:pct
wpn_ak74m_n,up_sect_secona_ak74m,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.94:pct
wpn_ak74m_n,up_sect_seconc_ak74m,ui_inv_accuracy:2.33:pct
wpn_ak74m_n,up_sect_second_ak74m,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74m_n,up_sect_secone_ak74m,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74m_n,up_sect_thirda_ak74m,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74m_n,up_sect_thirdd_ak74m,st_prop_weight:0.25:kg|st_prop_recoil:8.38:pct
wpn_ak74m_n,up_sect_thirde_ak74m,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74m_n,up_sect_fourta_ak74m,st_prop_weight:-0.84:kg
wpn_ak74m_n,up_sect_fourtc_ak74m,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74m_n,up_sect_fourte_ak74m,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74m_n,up_sect_fifthc_ak74m,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_ak74u,up_sect_firsta_ak74u,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_ak74u,up_sect_firstc_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_ak74u,up_sect_firstd_ak74u,st_prop_weight:0.21:kg|st_prop_recoil:5.6:pct
wpn_ak74u,up_sect_firste_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:5.6:pct
wpn_ak74u,up_sect_secona_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:5.6:pct
wpn_ak74u,up_sect_seconc_ak74u,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_ak74u,up_sect_secone_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:5.6:pct
wpn_ak74u,up_sect_seconf_ak74u,st_prop_weight:-0.72:kg
wpn_ak74u,up_sect_thirda_ak74u,st_prop_weight:0.17:kg|st_prop_recoil:3.34:pct
wpn_ak74u,up_sect_thirdc_ak74u,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_ak74u,up_sect_thirdd_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.2:kg
wpn_ak74u,up_sect_thirde_ak74u,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_ak74u,up_sect_fourta_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:3.34:pct
wpn_ak74u,up_sect_fourtc_ak74u,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u,up_sect_fourte_ak74u,st_prop_weight:0.11:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u,up_sect_fiftha_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.1:kg
wpn_ak74u_isg,up_sect_firsta_ak74u,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_ak74u_isg,up_sect_firstc_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_ak74u_isg,up_sect_firstd_ak74u,st_prop_weight:0.21:kg|st_prop_recoil:9.5:pct
wpn_ak74u_isg,up_sect_firste_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74u_isg,up_sect_secona_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74u_isg,up_sect_seconc_ak74u,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_ak74u_isg,up_sect_secone_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:9.5:pct
wpn_ak74u_isg,up_sect_seconf_ak74u,st_prop_weight:-0.72:kg
wpn_ak74u_isg,up_sect_thirda_ak74u,st_prop_weight:0.17:kg|st_prop_recoil:5.59:pct
wpn_ak74u_isg,up_sect_thirdc_ak74u,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_ak74u_isg,up_sect_thirdd_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.2:kg
wpn_ak74u_isg,up_sect_thirde_ak74u,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_ak74u_isg,up_sect_fourta_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:5.59:pct
wpn_ak74u_isg,up_sect_fourtc_ak74u,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_isg,up_sect_fourte_ak74u,st_prop_weight:0.11:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_isg,up_sect_fiftha_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.1:kg
wpn_ak74u_m1_isg,up_sect_firsta_ak74u,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_ak74u_m1_isg,up_sect_firstc_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_ak74u_m1_isg,up_sect_firstd_ak74u,st_prop_weight:0.21:kg|st_prop_recoil:9.5:pct
wpn_ak74u_m1_isg,up_sect_firste_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74u_m1_isg,up_sect_secona_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_ak74u_m1_isg,up_sect_seconc_ak74u,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_ak74u_m1_isg,up_sect_secone_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:9.5:pct
wpn_ak74u_m1_isg,up_sect_seconf_ak74u,st_prop_weight:-0.72:kg
wpn_ak74u_m1_isg,up_sect_thirda_ak74u,st_prop_weight:0.17:kg|st_prop_recoil:5.59:pct
wpn_ak74u_m1_isg,up_sect_thirdc_ak74u,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_ak74u_m1_isg,up_sect_thirdd_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.2:kg
wpn_ak74u_m1_isg,up_sect_thirde_ak74u,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_ak74u_m1_isg,up_sect_fourta_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:5.59:pct
wpn_ak74u_m1_isg,up_sect_fourtc_ak74u,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_m1_isg,up_sect_fourte_ak74u,st_prop_weight:0.11:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_m1_isg,up_sect_fiftha_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.1:kg
wpn_ak74u_n1,up_sect_firsta_ak74u,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_ak74u_n1,up_sect_firstc_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_ak74u_n1,up_sect_firstd_ak74u,st_prop_weight:0.21:kg|st_prop_recoil:5.47:pct
wpn_ak74u_n1,up_sect_firste_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:5.47:pct
wpn_ak74u_n1,up_sect_secona_ak74u,st_prop_weight:0.22:kg|st_prop_recoil:5.47:pct
wpn_ak74u_n1,up_sect_seconc_ak74u,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_ak74u_n1,up_sect_secone_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:5.47:pct
wpn_ak74u_n1,up_sect_seconf_ak74u,st_prop_weight:-0.72:kg
wpn_ak74u_n1,up_sect_thirda_ak74u,st_prop_weight:0.17:kg|st_prop_recoil:3.26:pct
wpn_ak74u_n1,up_sect_thirdc_ak74u,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_ak74u_n1,up_sect_thirdd_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.2:kg
wpn_ak74u_n1,up_sect_thirde_ak74u,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_ak74u_n1,up_sect_fourta_ak74u,st_prop_weight:0.16:kg|st_prop_recoil:3.26:pct
wpn_ak74u_n1,up_sect_fourtc_ak74u,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_n1,up_sect_fourte_ak74u,st_prop_weight:0.11:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_n1,up_sect_fiftha_ak74u,st_prop_reliability:1:pct|st_prop_weight:0.1:kg
wpn_ak74u_tac,up_sect_firsta_ak74,st_prop_weight:0.25:kg|st_prop_recoil:8.38:pct
wpn_ak74u_tac,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_ak74u_tac,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_ak74u_tac,up_sect_firstf_ak74,st_prop_weight:0.2:kg|st_prop_recoil:8.38:pct
wpn_ak74u_tac,up_sect_secona_ak74,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.94:pct
wpn_ak74u_tac,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_ak74u_tac,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_ak74u_tac,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_ak74u_tac,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_ak74u_tac,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_ak74u_tac,up_sect_thirdd_ak74,st_prop_weight:0.25:kg|st_prop_recoil:8.38:pct
wpn_ak74u_tac,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_ak74u_tac,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_ak74u_tac,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_ak74u_tac,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_ak74u_tac,up_sect_fiftha_ak12,st_prop_reliability:1.2:pct|st_prop_weight:0.1:kg
wpn_ak74u_tac,up_sect_fifthc_ak74,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_akm,up_sect_firsta_akm,st_prop_weight:0.25:kg|st_prop_recoil:5.31:pct
wpn_akm,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_akm,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_akm,up_sect_firstf_akm,st_prop_recoil:5.31:pct
wpn_akm,up_sect_secona_akm,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:2.44:pct
wpn_akm,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_akm,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_akm,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_akm,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_akm,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_akm,up_sect_thirdd_akm,st_prop_weight:0.25:kg|st_prop_recoil:5.31:pct
wpn_akm,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_akm,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_akm,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_akm,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_akm,up_sect_fifthc_akm,st_prop_weight:0.06:kg|ui_inv_rate_of_fire:48:rpm
wpn_akm_alfa,up_sect_firsta_ak74,st_prop_weight:0.25:kg|st_prop_recoil:7.88:pct
wpn_akm_alfa,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_akm_alfa,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_akm_alfa,up_sect_firstf_ak74,st_prop_weight:0.2:kg|st_prop_recoil:7.88:pct
wpn_akm_alfa,up_sect_secona_ak74,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:4.64:pct
wpn_akm_alfa,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_akm_alfa,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_akm_alfa,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_akm_alfa,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_akm_alfa,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_akm_alfa,up_sect_thirdd_ak74,st_prop_weight:0.25:kg|st_prop_recoil:7.88:pct
wpn_akm_alfa,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_akm_alfa,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_akm_alfa,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_akm_alfa,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_akm_alfa,up_sect_fiftha_ak12,st_prop_reliability:1.2:pct|st_prop_weight:0.1:kg
wpn_akm_alfa,up_sect_fifthc_ak74,st_prop_reliability:-1:pct|st_prop_weight:0.15:kg
wpn_akm_bas,up_sect_firsta_akm,st_prop_weight:0.25:kg|st_prop_recoil:0.85:pct
wpn_akm_bas,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_akm_bas,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_akm_bas,up_sect_firstf_akm,st_prop_recoil:0.85:pct
wpn_akm_bas,up_sect_secona_akm,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:0.41:pct
wpn_akm_bas,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_akm_bas,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_akm_bas,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_akm_bas,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
wpn_akm_bas,up_sect_thirdc_ak74,app_upgrade_bullet_speed:100:speed|ui_inv_accuracy:1:pct|st_prop_weight:0.15:kg
wpn_akm_bas,up_sect_thirdd_akm,st_prop_weight:0.25:kg|st_prop_recoil:0.85:pct
wpn_akm_bas,up_sect_thirde_ak74,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:65:rpm
wpn_akm_bas,up_sect_fourta_ak74,st_prop_weight:-0.84:kg
wpn_akm_bas,up_sect_fourtc_ak74,ui_inv_handling:2.38:pct|st_prop_weight:-0.17:kg
wpn_akm_bas,up_sect_fourte_ak74,ui_inv_handling:4.76:pct|st_prop_weight:-0.2:kg
wpn_akm_bas,up_sect_fifthc_akm,st_prop_weight:0.06:kg|ui_inv_rate_of_fire:48:rpm
wpn_akm_isg,up_sect_firsta_ak104,st_prop_weight:0.1:kg|ui_inv_rate_of_fire:32:rpm
wpn_akm_isg,up_sect_firstc_ak104,st_prop_reliability:1:pct|st_prop_weight:0.19:kg
wpn_akm_isg,up_sect_firstd_ak104,st_prop_weight:0.21:kg|st_prop_recoil:9.5:pct
wpn_akm_isg,up_sect_firste_ak104,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_akm_isg,up_sect_secona_ak104,st_prop_weight:0.22:kg|st_prop_recoil:9.5:pct
wpn_akm_isg,up_sect_seconc_ak104,st_prop_reliability:1.5:pct|st_prop_weight:0.21:kg
wpn_akm_isg,up_sect_secone_ak104,st_prop_weight:0.16:kg|st_prop_recoil:9.5:pct
wpn_akm_isg,up_sect_seconf_ak104,st_prop_weight:-0.72:kg
wpn_akm_isg,up_sect_thirda_ak104,st_prop_weight:0.17:kg|st_prop_recoil:5.59:pct
wpn_akm_isg,up_sect_thirdc_ak104,st_prop_weight:0.12:kg|ui_inv_rate_of_fire:98:rpm
wpn_akm_isg,up_sect_thirdd_ak104,app_upgrade_bullet_speed:50:speed|ui_inv_accuracy:0.53:pct|st_prop_weight:0.1:kg
wpn_akm_isg,up_sect_thirde_ak104,ui_inv_handling:4.76:pct|st_prop_weight:-0.21:kg
wpn_akm_isg,up_sect_fourta_ak104,st_prop_weight:0.16:kg|st_prop_recoil:5.59:pct
wpn_akm_isg,up_sect_fourtc_ak104,st_prop_weight:0.08:kg|ui_inv_rate_of_fire:90:rpm
wpn_akm_isg,up_sect_fiftha_ak104,st_prop_reliability:1:pct|st_prop_weight:0.1:kg
wpn_akms,up_sect_firsta_akm,st_prop_weight:0.25:kg|st_prop_recoil:5.31:pct
wpn_akms,up_sect_firstc_ak74,st_prop_reliability:2:pct|st_prop_weight:0.15:kg
wpn_akms,up_sect_firste_ak74,ui_inv_accuracy:2.33:pct|st_prop_weight:0.15:kg
wpn_akms,up_sect_firstf_akm,st_prop_recoil:5.31:pct
wpn_akms,up_sect_secona_akm,ui_inv_handling:1.67:pct|st_prop_weight:0.15:kg|st_prop_recoil:2.44:pct
wpn_akms,up_sect_seconc_ak74,ui_inv_accuracy:2.33:pct
wpn_akms,up_sect_second_ak74,st_prop_weight:0.14:kg|ui_inv_rate_of_fire:95:rpm
wpn_akms,up_sect_secone_ak74,app_upgrade_bullet_speed:200:speed|ui_inv_accuracy:1.33:pct|st_prop_weight:0.2:kg
wpn_akms,up_sect_thirda_ak74,st_prop_reliability:1.5:pct|st_prop_weight:0.15:kg
